Question,Equation,Answer,fold
"눈이 오전에는 3cm, 오후에는 7mm 내렸을때, 오전과 오후에 눈이 모두 몇 cm 내렸습니까?",3 + ( 7 / 10 ),3.7,5
올해 유나의 나이는 10세이고 유나 어머니의 나이는 유나의 나이의 4배입니다. 내년의 유나 어머니의 나이를 써라.,10 * 4 + 1,41,1
"민영이는 사탕을 66.0개를 구매했고, 여동생에게서 15.0개를 받았습니다. 그녀가 하루에 9.0개씩 먹었을 때, 총 몇 일동안 먹을 수 있습니까?",( 66.0 + 15.0 ) / 9.0,9,6
317개의 초콜릿을 파는 마트 (가)에서 134개의 초콜릿을 (나) 가게에 팔았다고 할 때 (가) 마트에 남아있는 초콜릿의 개수는 몇 개인가?,317 - 134,183,7
"윤기가 24.0개의 돌을 갖고 있습니다. 한 사람 당 12.0개의 돌을 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",24.0 / 12.0,2,8
호석이는 배 685개를 상자에 15개씩 담아 포장하였습니다. 포장하고 남는 배는 몇 개인지 옳게 구한 것은 어느 것일까요?,685 % 15,13,5
"정국이는 시간당 19.0 달러를 벌어들입니다. 그녀는 금요일에 9.0 시간, 토요일 7.0 시간, 일요일 5.0 시간을 일했습니다. 정국이는 얼마나 많은 돈을 벌었습니까?",19.0 * ( 9.0 + 7.0 + 5.0 ),399,7
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) + min( 1.4 , 0.9 , 0.7 , 1.6 )",2.3,5
"석진이는 30.0개의 대리석을 갖고 있습니다. 그가 한 사람당 5.0개를 주었을 때, 총 몇 명에게 줄 수 있습니까?",30.0 / 5.0,6,5
탁구공 98개를 한 상자에 10개씩 담았습니다. 상자에 담겨 있는 탁구공은 몇 개인가요?,98 // 10 * 10,90,6
태형이는 집에서 학교까지 264m를 걸어갔고 학교에서 도서관까지 178m를 걸어갔다면 태형이가 걸은 거리는 모두 몇 m입니까?,178 + 264,442,9
석진이는 연필 95자루를 가지고 있습니다. 석진이는 연필을 1사람에게 3자루씩 몇 명에게 나누어 주었더니 74자루가 남았습니다. 몇 명에게 연필을 나누어 주었나요?,( 95 - 74 ) / ( 3 / 1 ),7,2
볼펜의 길이는 17cm보다 5mm 더 깁니다. 볼펜의 길이는 몇 mm인가?,( 17 * 10 ) + 5,175,3
장미 28송이를 꽃병 4개에 똑같이 나누어 꽂으려고 합니다. 꽃병 한 개에 장미를 몇 송이씩 꽂아야 합니까?,( 28 / 4 ),7,5
"0.39, 0.06, 0.75 중 가장 작은 수와 가장 큰 수의 곱을 구하시오.","max( 0.39 , 0.06 , 0.75 ) * min( 0.39 , 0.06 , 0.75 )",0.04,9
장미 20 송이를 꽃병 5개에 똑같이 나누어 꽂으려고 합니다. 꽃병 한 개에 장미를 몇 송이 씩 꽂아야 합니까?,20 / 5,4,5
"세 자리 수 중 3개의 수 9, 4, 5를 약수로 갖는 수는 총 몇 개 있습니까?","sum( [ not ( sum( bool( j % i ) for i in [ 9 , 4 , 5 ] ) ) for j in range( 10 ** ( 3 - 1 ) , 10 ** 3 ) ] )",5,8
"동화책을 남준이는 29쪽, 민영이는 35쪽 읽었습니다. 동화책을 더 적게 읽은 친구는 누구인가?",'남준' if 29 < 35 else '민영',남준,8
"현재 42.0개의 호두 나무와 12.0개의 오렌지 나무가 있습니다. 호두 나무 13개를 베었을 때, 남아있는 호두 나무는 총 몇 개입니까?",42.0 - 13.0,29,8
호석이는 목걸이를 3.0개 가지고 있고 귀걸이도 3.0개를 가지고 있을 때 한 개당 6.0원에 판다면 총 얼마를 벌 수 있습니까?,6.0 * ( 3.0 + 3.0 ),36,7
책이 13권씩 책꽂이 한칸에 꽂혀있다고 한다면 9칸의 책꽂이에는 모두 몇 권의 책이 꽂혀있습니까?,13 * 9,117,5
"소설, 수필, 시집 중에서 두 가지만을 사려고 한다. 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3,5
어떤 수를 2로 나누어야 할 것을 잘못하여 4로 나누었더니 몫이 3이 되었습니다. 바르게 계산하면 얼마인지 쓰시오.,( 3 * 4 ) / 2,6,6
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄습니다. 남준이가 어제 딴 사과는 오늘 딴 사과보다 얼마나 더 많나요?,52 - 31,21,1
우표 98장을 봉투 한 개에 97장 씩 똑같이 나누어 넣으면 우표는 몇 장 남는지 쓰시오.,98 % 97,1,2
장미 20 송이를 꽃병 5개에 똑같이 나누어 꽂으려고 합니다. 꽃병 한 개에 장미를 몇 송이 씩 꽂아야하는가?,20 / 5,4,9
탁구공이 150개 들어 있는 상자가 있습니다. 이 상자에 탁구공을 10개씩 4번 넣었습니다. 상자에 들어 있는 탁구공은 모두 몇 개인지 구하세요.,150 + 10 * 4,190,4
"248, 875, 536 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 248 , 875 , 536 ) - min( 248 , 875 , 536 )",627,3
"학교에서 태형이네 집까지의 거리는 1.9km, 유정이네 집까지의 거리는 0.8km, 민영이의 집까지는 1.5km입니다. 세 사람 중 학교에서 가장 먼 곳에 사는 사람은 누구인가요?","'태형' if max( 1.9 , 0.8 , 1.5 ) == 1.9 else ( '유정' if max( 1.9 , 0.8 , 1.5 ) == 0.8 else '민영' )",태형,7
정국이네 농장에서 딴 귤 658개를 한 상자에 40개씩 나누어 담고 남은 것은 다 먹었습니다. 먹은 귤은 몇 개인지 구하시오.,658 % 40,18,6
"가위바위보를 하는데 펼친 손가락의 개수를 구하려고 합니다. 5명이 가위바위보를 하고 있는데, 2명은 가위를 내고 3명은 보를 냈을 때, 구하려는 수는 무엇입니까?",2 * 2 + 3 * 5,19,8
"포도 40송이를 바구니 5개에 똑같이 나누어 담고, 한 바구니에 담긴 포도를 친구 4명에게 똑같이 나누어 주었습니다. 친구 한 명에게 나누어 준 포도는 몇 송이일까?",( 40 / 5 ) / 4,2,5
어떤 소수의 소수점을 왼쪽으로 한 자리 옮기면 원래보다 0.59만큼 작아집니다. 원래의 소수를 구하시오,0.59 / ( 1 - ( 10 ** ( ( -1 ) * 1 ) ) ),0.66,1
56개의 사탕을 7명에게 나누어 준다면 한 사람 당 몇 개의 사탕을 가질 수 있는가?,( 56 / 7 ),8,5
농구 팀에 30.0의 남자와 36.0명의 여자가 있었지만 그 중 10.0명의 여자가 집에 갔다면 몇 명이 남아 있습니까?,30.0 + 36.0 - 10.0,56,4
456에 어떤 수를 곱해야 하는데 잘못하여 376을 어떤 수로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 376 / 8 ) * 456,21432,3
민영이는 4.0개의 케이크와 29.0개의 빵을 구웠습니다. 24.0개의 빵을 먹었을때 총 몇 개의 케이크와 빵이 남았습니까?,4.0 + 29.0 - 24.0,9,6
"4개의 농구팀이 있는데, 각 팀과 한 번씩 경기를 갖는 다면 시합은 몇 번 해야 하는가?","math.comb( 4 , 2 )",6,8
고무 딱지 45개를 5명이 똑같이 나누어 가지려고 합니다. 한 명이 고무 딱지를 몇 개씩 가질 수 있는지 구하시오.,45 / 5,9,5
은지는 풍선껌 80.0개를 갖고 있습니다. 각 사람당 4.0개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,80.0 / 4.0,20,2
"남준이는 25.0개의 돌을 갖고 있다가 타노스에게 19.0개를 빼앗겼을 때, 현재 갖고있는 돌은 몇개 입니까?",25.0 - 19.0,6,7
정국이는 41.0개의 샤프심을 갖고 있습니다. 유나는 30.0개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 + 30.0,71,8
석진이는 24.0개의 쿠키가 있고 6.0명에게 똑같이 나누어 주려고 한다면 한 사람당 몇개 씩 주어야 합니까?,24.0 / 6.0,4,7
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명인가요?,15 / 3 + 16 / 4,9,6
"윤기와 석진이는 같은 빌라에 살고 있습니다. 윤기는 7층보다 1층 위에 살고, 석진이는 윤기보다 1층 위에 살고 있습니다. 석진이는 빌라의 몇 층에 살고 있을까요?",7 + 1 + 1,9,9
남준이는 봉지 5장에 오전에 산 김밥 225줄과 오후에 산 김밥 240줄을 똑같이 나누어 담으려고 합니다. 한 봉지에 김밥을 몇 줄씩 담아야 하나요?,( 225 + 240 ) / 5,93,9
윤기는 바나나 45개를 사서 3개를 먹고 남는 바나나를 한 봉지에 7개씩 담아 포장하려고 합니다. 필요한 봉지는 몇 장인가요?,( 45 - 3 ) / 7,6,3
"47, 27, 43, 12, 34, 37, 40, 38 와 같은 수열이 반복된다고 할 때 46번째 수는 무엇인가?","[ 47 , 27 , 43 , 12 , 34 , 37 , 40 , 38 ] [ 46 % 8 - 1 ]",37,2
"유정이는 760.0장의 사진을 가지고 있고 그녀는 418.0개의 사진을 유나에게 팔았을 때, 유정이가 가진 사진은 총 몇장입니까?",760.0 - 418.0,342,7
리본 1m를 똑같이 10조각으로 나누어 그 중 호석이가 2조각을 사용했습니다. 호석이가 사용한 리본의 길이는 몇 m인가?,( 1 / 10 ) * 2,0.2,1
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 태형이가 은지에게 2장을 더 줬다면 은지가 가지고 있는 색종이는 몇 장일까요?,32 - 17 + 2,17,9
"정국이와 민영이는 각각 0.25, 3.25가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?",3.25 + 0.25,3.5,7
윤기는 연필 3타를 사서 연필 6자루를 가지고 나머지는 5명의 친구들에게 똑같이 나누어주려고 합니다. 친구들에게 각각 나누어주는 연필은 몇 자루입니까?,( ( 3 * 12 ) - 6 ) / 5,6,4
태형이는 7.0개의 지우개를 갖고 있습니다. 남준이는 8.0개의 연필을 갖고 있습니다. 윤기는 4.0개의 볼펜을 갖고 있습니다. 세 사람이 갖고 있는 학용품은 총 몇 개입니까?,7.0 + 8.0 + 4.0,19,3
생선 42마리를 한 봉지에 7마리씩 담으려고 합니다. 봉지는 몇 봉지 필요할까요?,42 / 7,6,1
"(가) = 514 / 74, (나) = 401 / 44, (다) = 538 / 21, (라) = 996 / 38 중에서 나머지가 가장 큰 것의 기호는 무엇입니까?","[ '(가)' , '(나)' , '(다)' , '(라)' ] [ [ 514 % 74 , 401 % 44 , 538 % 21 , 996 % 38 ].index( max( [514%74 , 401%44 , 538%21 , 996%38 ] ) ) ]",(가),3
A를 16과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 16 - 1 if math.floor( 560 / 16 ) == 560 / 16 else math.floor( 560 / 16 ),34,9
"태형이는 집에서 2km 떨어진 도서관에 갔다. 1km 800m는 자전거를 타고 가고, 나머지는 걸어서 갔을 때, 태형이가 걸어간 거리는 몇 m인가?",( 2 * 1000 ) - ( 1 * 1000 + 800 ),200,6
"지민이는 79.0장의 사진을 휴대폰에 저장 했고 44.0장을 지우고 한 폴더당 5.0장씩 넣을 수 있을 때, 총 몇개의 폴더가 필요합니까?",( 79.0 - 44.0 ) / 5.0,7,4
통장에 100원짜리 동전 30개와 10원짜리 동전 20개가 있습니다. 총 금액은 얼마입니까?,100 * 30 + 10 * 20,3200,2
"봉투 1개에는 27.0개의 껌이 있고 남준이가 18.0개의 봉투를 갖고 있을때, 총 몇개의 껌이 있습니까?",27.0 * 18.0,486,5
유정이는 색종이 6장중에서 3장을 동생에게 주고 1장을 사용하였습니다. 유정이에게 남은 색종이는 몇 장일까요?,6 - 3 - 1,2,4
딸기를 유정이는 7개 남준이는 8개 먹었습니다. 딸기를 많이 먹은 친구는 누구인가요?,'유정' if 7 > 8 else '남준',남준,2
"민영이는 사탕을 66.0개를 받고, 여동생에게서 15.0개를 받았습니다. 그녀가 하루에 9.0개씩 친구들에게 나누어줬을 때, 총 몇 일동안 먹을 수 있습니까?",( 66.0 + 15.0 ) / 9.0,9,7
"지민이는 11.0개의 사탕을 받았고 길에서 5.0개의 사탕을 주웠습니다. 모은 사탕을 한 사람당 8개씩 나누어 줄 때, 총 몇 명에게 나누어 줄 수 있습니까?",( 11.0 + 5.0 ) / 8.0,2,5
"선생님께서 반 학생들에게 지우개를 69개씩 나누어 주었더니 11개가 남았습니다. 반 학생 수가 총 20명이라고 할 때, 처음에 지우개는 몇 개 있었나요?",69 * 20 * 11,1391,7
"민영이와 유나는 똑같은 단팥빵을 1개씩 먹고 있습니다. 단팥빵을 민영이는 전체의 2/8만큼 먹었고, 유나는 전체의 3/8만큼 먹었습니다. 단팥빵을 더 많이 먹은 사람은 누구입니까?",'민영' if 2/8 > 3/8 else '유나',유나,2
민영이는 과자 6.0봉지를 샀고 호석이는 7.0봉지를 샀습니다. 총 과자 봉지는 몇 개 입니까?,6.0 + 7.0,13,1
"남준이는 음료수 16.0리터를 가졌습니다. 그는 생일 때 28.0리터를 더 받고, 25.0리터를 마셨습니다. 남준이가 가진 음료수는 총 몇리터입니까?",16.0 + 28.0 - 25.0,19,8
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) - min( 1.4 , 0.9 , 0.7 , 1.6 )",0.9,3
우유가 한 상자에 9개씩 들어 있습니다. 우유 7상자 중에서 3상자를 팔고 낱개로 2개를 샀습니다. 남아 있는 우유는 몇 개일까요?,9 * ( 7 - 3 ) + 2,38,2
"마당에 참새가 40마리 있었습니다. 잠시 후 16마리가 날아갔을 때, 마당에 남아있는 참새는 몇 마리일까요?",40 - 16,24,2
"책상에 연필 43.0자루, 지우개 19.0개, 필통 16.0개가 있다고 하면 총 몇 개의 학용품이 있습니까?",43.0 + 19.0 + 16.0,78,9
정국이는 3312.0 갤런의 오일을 갖고 있습니다. 공사를 하는 동안 2475.0 갤런의 오일이 누출 되었다면 남은 오일은 몇 갤런 입니까?,3312.0 - 2475.0,837,2
"8, 40, 12 중 가장 큰 수를 가장 작은 수로 나눈 나머지를 구하시오.","max( 8 , 40 , 12 ) % min( 8 , 40 , 12 )",0,2
"연필 5자루와 지우개 3자루가 있을 때, 연필과 지우개를 하나씩 고르는 방법은 모두 몇 가지일까요?",5 * 3,15,8
정국이의 생일 파티에 4.0개의 편지와 44.0개의 종이가 있습니다. 하루에 6.0개식 사용할 때 몇 일동안 사용할 수 있습니까?,( 4.0 + 44.0 ) / 6.0,8,4
"태형이는 가게에서 초콜릿 3개, 사탕 4개, 빵 1개를 샀습니다. 초콜릿, 사탕, 빵 중에서 태형이가 가장 적게 산 것은 무엇인가?","'초콜릿' if min( 3 , 4 , 1 ) == 3 else ( '사탕' if min( 3 , 4 , 1 ) == 4 else '빵')",빵,8
강당에 의자 72개가 있습니다. 한 줄에 의자를 8개씩 놓는다면 몇 줄이 생기는지 구하세요.,72 / 8,9,5
"사탕 66.0개를 받고, 여동생에게서 15.0개를 받은 민영이가 하루에 9.0개씩 먹었을 때, 총 몇 일동안 먹을 수 있습니까?",( 66.0 + 15.0 ) / 9.0,9,2
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있을까요?,722 - 253 + 113,582,3
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68,7
태형이는 길이가 16cm인 리본으로 크기가 같은 정사각형 2개를 만들었습니다. 정사각형 1개의 한 변의 길이를 구하면?,( 16 / 2 ) / 4,2,2
개구리는 3m를 이동하였고 고라니는 25m를 이동하였다 어느 동물이 더 많이 이동하였는가?,'개구리' if 3 > 25 else '고라니',고라니,2
"유정이는 10.0개의 스티커를 샀고, 유나는 22.0개의 스티커를 샀습니다. 총 몇 개의 스티커를 샀습니까?",10.0 * 22.0,220,8
체육관에 축구공이 3개 있고 배구공은 축구공보다 2개 더 많이 있습니다. 체육관에 있는 축구공과 배구공은 모두 몇 개일까요?,3 + ( 3 + 2 ),8,9
체육관에 야구공이 3개 있고 야구공은 축구공보다 2개 더 많이 있습니다. 체육관에 있는 축구공과 야구공은 모두 몇 개일까요?,3 + ( 3 + 2 ),8,9
"(가) = 514 / 74, (나) = 401 / 44, (다) = 538 / 21, (라) = 996 / 38 중에서 나머지가 가장 큰 것을 찾아 기호를 쓰시오.","[ '(가)' , '(나)' , '(다)' , '(라)' ] [ [ 514 % 74 , 401 % 44 , 538 % 21 , 996 % 38 ].index( max( [514%74 , 401%44 , 538%21 , 996%38 ] ) ) ]",(가),3
"한 봉지에 콩은 96g담고, 보리는 83g을 담았습니다. 콩 82봉지와 보리 64봉지의 무게는 모두 몇 kg인지 쓰시오.",( 96 * 82 + 83 * 64 ) / 1000,13.184,9
"윤기네 학교에서 민영, 은지, 호석, 정국 네 명의 학생회 후보가 나왔는데, 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12,9
"176, 785, 167, 934 중 가장 작은 수와 가장 큰 수의 덧셈을 쓰시오.","min( 176 , 785 , 167 , 934 ) + max( 176 , 785 , 167 , 934 )",1101,6
채소 가게에 고구마가 80개 있습니다. 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았습니다. 남은 고구마는 몇 개일까요?,80 - 10 * 3,50,9
유정이는 6.0송이의 해바라기를 갖고 있습니다. 5.0개를 팔았고 12.0개를 구매했습니다. 유정이는 몇성이의 해바라기를 갖고 있습니까?,6.0 + 12.0 - 5.0,13,9
유정이는 55.0개의 사과를 갖고있습니다. 민영이가 44.0개의 사과를 먹었다면 남은 사과의 갯수는?,55.0 - 44.0,11,5
"서점에 소설, 수필, 시집이 있다. 이 중에서 두 가지만을 사려고 한다. 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3,9
영어 문제집과 국어 문제집의 무게 합은 3kg 입니다. 영어 문제집이 1kg300g일때 국어 문제집은 몇 kg 인가요?,( 3 * 1000 - 1 * 1000 - 300 ) / 1000,1.7,3
한 가게에서 티셔츠 876벌 중 오늘 659벌을 팔았다면 오늘 가게에 남아있는 티셔츠는 모두 몇 벌일까?,876 - 659,217,1
