Question,Equation,Answer,fold,Numbers,Names
name0는 number0쪽짜리 책을 매일 number1장씩 읽고 있습니다. 지금까지 number2일 동안 책을 읽었다면 며칠 후에 책을 다 읽을 수 있는지 알아내시오.,( number0 - ( number1 * number2 ) ) / number1,5,2,81 9 4 ,은지 
name0이는 용돈으로 number0원짜리 name1 number1병과 number2원짜리 껌 number3통을 샀더니 남은 돈이 number4원입니다. 용돈은 원래 얼마였나요?,number0 * number3 - number2 * number3 + number4,850,8,71 1 67 1 712 ,남준 음료수 
연필 한타는 number0자루이다 연필 number1타는 몇자루일까요?,number0 * number1,108,1,12 9 ,
"number0, number1, number2 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )",627,3,248 875 536 ,
"교실에 name0은 number0명 있고, name1은 number1명 있습니다. 교실에 있는 학생은 모두 몇 명일까요?",number0 + number1,12,6,5 7 ,남학생 여학생 
"name0 가게에서는 number0개의 name1이 있습니다. name2 number1개당 number2 칼로리 일때, 총 몇 칼로리 입니까?",number0 * number2,341,7,31.0 1 11.0 ,사탕 
"name0이는 학교 앞에서 number0개의 셔츠와 number1개의 바지를 샀는데 그 중 number2개의 바지를 버렸을 때, 총 몇개의 옷이 남았습니까?",number0 + number1 - number2,16,5,9.0 27.0 20.0 ,석진 
name0를 어제는 number0개 땄고 오늘은 number1개 땄다고 한다. name1를 number2개의 봉지에 똑같이 나누어 담았다면 한 봉지에 name2 몇 개를 담았을까?,( number0 + number1 ) / number2,7,4,27 29 8 ,사과 
"number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해 보세요.","max( number0 , number1 , number2 , number3 ) - min( number0 , number1 , number2 , number3 )",15,9,3 6 12 18 ,
"셔츠 한 벌은 number0원입니다. name0이 현재 number1원을 갖고 있을 때, 셔츠를 사기 위해 얼마가 필요합니까?",number0 - number1,26,2,34.0 8.0 ,남준 
name0는 하루에 name1책을 number0쪽씩 읽습니다. name2가 number1일 동안 읽은 name3책은 모두 몇 쪽입니까?,number0 * number1,50,6,5 10 ,은지 사회 
"name0이는 연필을 형에게 number0자루를 주었습니다. 원래 number1자루씩 number2묶음 가지고 있었다면, 남은 연필은 몇 자루일까요?",number1 * number2 - number0,33,2,12 9 5 ,태형 
"number0+name0=number1 입니다. number2-name1=number3라고 할 때, name2+name3를 구하시오.",number1 - number0 + number2 - number3,90,3,8 54 63 19 ,A B 
한 타의 연필을 number0명이 나누어 가진다면 한 사람 당 몇 자루씩 가질 수 있습니까?,( 12 / number0 ),6,1,2 ,
"눈이 오전에는 number0cm, 오후에는 number1mm 내렸습니다. 눈은 오전과 오후에 얼마나 내렸는지 cm 단위로 구하세요.",number0 + ( number1 / 10 ),3.7,9,3 7 ,
"number0개의 문자 name0, name1, name2, name3, name4에서 number1개를 뽑아 일렬로 세우려고 합니다. name5가 빠지는 경우는 모두 몇 가지인가?","math.comb( number0 - 1 , number1 ) * math.factorial( number1 )",24,5,5 3 ,A B C D E 
"name0에서 name1로 가는 여객선에 남자가 number0명, 여자가 number1명 탔습니다. 남자는 여자보다 몇 명 더 많이 탔습니까?",number0 - number1,21,6,335 214 ,(나) (다) 
한 사람에게 name0 number0개를 number1개씩 주려고 합니다. 몇 명에게 나누어 줄 수 있습니까?,number0 // number1,8,7,96 12 ,사탕 
"name0 가게에서는 number0개의 name1맛name2이 있습니다. name3맛name4 number1개당 number2 칼로리 일때, 총 몇 칼로리 입니까?",number0 * number2,341,2,31.0 1 11.0 ,사탕 포도 포도맛사탕 
"name0이 number0개 들어 있는 상자가 있습니다. 이 상자에 name1을 number1개씩 number2번 넣었다고 할 때, 상자에 들어 있는 name2은 모두 몇 개인지 구하세요.",number0 + number1 * number2,190,7,150 10 4 ,탁구공 
name0이는 number0개의 책상을 구매했습니다. 책상을 number1원 씩 주고 샀다면 총 얼마를 지불 했습니까?,number1 * number0,40,3,10 4.0 ,유정 
한 묶음에 number0장씩 들어있는 도화지가 모두 number1묶음 있습니다. 도화지는 모두 몇 개입니까?,number0 * number1,78,8,13 6 ,
강당에 학생들이 한 줄에 number0명씩 number1줄로 서 있습니다. 이 학생들이 한 줄에 number2명씩 다시 서려고 합니다. 학생들은 몇 줄로 서야 합니까?,( number0 * number1 ) / number2,6,5,9 4 6 ,
name0이는 문구점에서 number0원짜리 도화지 number1장과 number2원짜리 연필 number3자루를 샀습니다. name1이가 산 물건의 가격은 모두 얼마일까요?,number0 * number1 + number2 * number3,1170,4,130 1 520 2 ,남준 
"name0 number0개를 서로 다른 number1마리 원숭이에게 나누어 주려고 할 때, 원숭이는 적어도 name1 number2개는 받는다고 합니다. name2를나누어 주는 방법은 모두 몇 가지 입니까?","math.comb( number0 - number2 , number2 )",88,2,89 2 1 ,사과 
필통에 연필이 number0자루 들어 있었습니다. name0가 연필을 number1자루 더 넣고 동생이 number2자루를 더 넣었다면 필통에 들어있는 연필은 모두 몇 자루일까요?,number0 + number1 + number2,10,2,6 3 1 ,유나 
"name0 number0개와 name1 number1개가 있을 때, 직원 number2명당 number3개의 공을 받을 때, 총 몇 명에게 나누어 줄 수 있습니까?",( number0 + number1 ) / number3,5,8,23.0 7.0 1 6.0 ,배구공 야구공 배 배 
"number0장의 수 카드 number1, number2, number3, number4, number5 중에서 number6장을 뽑아 한 번씩 사용하여 몇십몇을 만들려고 합니다. 만들 수 있는 수 중에서 number7보다 큰 수는 모두 몇 개일까요?","sum( i for i in [ j[0] * 10 + j[1] for j in list( itertools.permutations( [ number1 , number2 , 4, 5, number5 ] , number6 ) ) ] if i > number7 )",756,1,3 1 3 4 5 7 2 34 ,
number0개의 자두가 있는데 number1개의 봉지에 똑같이 나누어 담으려면 봉지 number2에는 몇 개의 자두를 담아야 할까요?,( number0 / number1 ),8,4,40 5 1 ,
name0이는 하루에 number0권의 책을 읽습니다. number1일동안 몇 권의 책을 읽습니까?,number0 * number1,15,1,5.0 3.0 ,남준 
"number0개의 같은 바구니에 number1개의 name0를 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 number2개씩은 넣는다.)",( number1 - number2 ),86,2,2 87 1 ,사과 
어떤 수에 number0를 곱해야할 것을 더하였더니 number1가 되었다. 바르게 계산한 값을 쓰시오.,( number1 - number0 ) * number0,3780,4,45 129 ,
"위인전을 name0이는 number0쪽 읽고, name1이는 number1쪽을 읽었습니다. name2이와 name3이가 읽은 쪽 수의 차는 얼마인가요?",abs( number0 - number1 ),8,5,27 35 ,정국 석진 
상점에는 number0개의 오렌지가 있습니다. name0이는 오래된 number1개를 버리고 number2개의 새로운 오렌지를 구매했습니다. 상점에는 총 몇개의 오렌지가 있습니까?,number0 + number2 - number1,27,6,34.0 20.0 13.0 ,지민 
"한 대에 number0명씩 탈 수 있는 name0가 있을때, 이 name1 number1대가 수용할 수 있는 총 인원은 얼마인가요?",number0 * number1,1530,8,17 90 ,버스 
name0가 한 상자에 number0병씩 number1상자 있습니다. 이 name1를 number2명에게 number3병씩 나누어주면 몇 명에게 나누어 줄 수 있는지 구하세요.,( number3 * number3 ) / number3,7,8,7 7 1 7 ,주스 
name0이는 오전에 number0개의 name1를 팔았고 오후에는 오전보다 number1개 더 많이 팔았다고 한다. 하루동안 판 name2는 모두 몇 개입니까?,number0 + ( number0 + number1 ),1053,7,387 279 ,태형 사과 
name0와 name1이는 똑같은 name2를 number0병씩 가지고 있습니다. name3는 전체의 number1만큼 마셨고 name4이는 전체의 number2만큼 마셨습니다. 남은 name5의 양이 더 많은 사람은 누구입니까?,'name0' if 4 / 5 < 6 / 7 else 'name1',윤기,8,1 4/5 6/7 ,윤기 지민 우유 
"name0이네 집에는 꽃병에 꽂은 꽃이 number0송이 있고, 꽃병에 꽂지 않은 꽃이 두 송이 있습니다. name1이네 집에 있는 꽃은 모두 몇 송이일까요?",number0 + 2,9,1,7 ,호석 
"number0와 number1가 모두 나누어 떨어지는 어떤 수로 나눌 때, 어떤 수 중에서 가장 큰 수를 구하시오.","math.gcd( number0 , number1 )",8,8,24 32 ,
어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,( number2 * number1 ) / number0,6,9,2 4 3 ,
"name0, name1, name2, name3, name4의 number0 팀이 서로 한 번씩 시합을 가지려고 한다. 모두 몇 번의 시합을 해야 하는가?","math.comb( number0 , 2 )",10,5,5 ,A B C D E 
name0이는 number0가 쓰인 카드를 갖고 있습니다. name1이는 number1가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?,number1 + number0,3.5,1,0.25 3.25 ,민영 정국 
name0는 한 상자에 number0개씩 들어 있는 초콜릿 number1상자를 사서 number2명의 친구와 똑같이 나누어 가졌습니다. 이 중에서 number3개를 누나에게 더 받았다면 name1가 가진 초콜릿은 몇 개 인가요?,number0 * number1 / 24 + number3,385,9,88 87 72 66 ,윤기 
name0는 number0쪽짜리 학습지를 매일 number1쪽씩 풀고 있습니다. number2일 동안 학습지를 풀었다면 남은 쪽수를 푸는데 필요한 날은 며칠입니까?,number0 / number1 - number2,21,3,87 1 66 ,유정 
name0의 집에서 우체국까지의 거리는 number0km이고 우체국에서 외할머니 댁까지는 number1km입니다. name1의 집에서 우체국을 지나 외할머니 댁까지 가려면 몇km를 가야number2요?,number0 + number1,6.13,4,4.86 1.27 1 ,유나 
name0에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면?,number1 + number0 + number0,885,3,358 169 ,A 
name0 number0송이를 서로 다른 number1마리의 오리에게 적어도 number2송이 이상씩 나누어 주려고 합니다. name1를 나누어 주는 방법은 모두 몇 가지인가요?,"math.comb( number0 - ( number2 * number2 ) + number2 - 1 , number0 - ( number2 * number2 ) )",2,3,5 2 2 ,포도 
name0이가 가진 풀은 number0cm보다 number1mm더 길다면 몇 mm일까?,( number0 * 10 ) + number1,125,6,12 5 ,정국 
name0이는 number0m를 걸었고 name1이는 number1m를 걸었다면 두사람이 걸은 거리는 모두 몇 m입니까?,number1 + number0,442,6,264 178 ,민영 남준 
name0는 number0쪽짜리 학습지를 매일 number1쪽씩 풀고 있습니다. number2일 동안 학습지를 푼 후 매일 number3쪽씩 풀기로 했다면 남은 쪽수를 푸는데 필요한 날은 며칠입니까?,( 88 - number1 * number2 ) / number3,11,8,87 1 66 2 ,유정 
number0와 어떤 수의 차는 number1입니다. 어떤 수가 number2보다 작다면 어떤 수는 얼마일까요?,number2 - number1,4,7,13 9 13 ,
name0이는 한 묶음에 number0장씩 들어 있는 색종이를 number1묶음 사서 number2명의 친구에게 똑같이 나누어 주려고 합니다. 한 사람에게 몇 장씩 나누어 줄 수 있는가?,( number0 * number1 ) / number2,6,1,9 4 6 ,남준 
number0의 약수의 갯수는 총 몇 개인지 쓰시오.,"len( [ i for i in range( 1 , number0 + 1) if number0 % i == 0 ] )",6,2,20 ,
연필 number0자루 묶음 number1개가 있습니다. 학생 number2명에게 number3자루씩 나누어준다면 몇 명에게 나누어 줄 수 있나요?,( number1 * number1 ) / number3,9,5,6 6 1 4 ,
"name0는 number0개의 빨간 name1와 number1개의 name2 name3를 점심으로 주문 했습니다. name4달 중 number2개의 녹색 name5가 분실되었다면, 총 name6달된 name7는 몇 개 입니까?",number0 + number1 - 2.0,73,5,43.0 32.0 2 ,은지 초록색 사과 배 배 
"name0는 number0개의 name1이 있습니다. name2가 처음 number1개를 먹고 name3이가 name4에게 number2개의 name5을 주었다면, name6이는 몇개의 name7을 갖고 있습니까?",number0 - number2 + number2,754,4,754.0 123.0 123.0 ,정국 남준 은지 사탕 
지네에게는 다리가 number0개 있습니다. number1마리의 지네에게는 몇 개의 다리가 있습니까?,number0 * 2.0,12,2,6.0 2 ,
꿀벌은 number0의 꿀을 생산했지만 number1의 꿀을 인간에게 빼앗겼습니다.. 얼마나 많은 꿀이 남아 있습니까?,number0 - number1,0.31,3,0.36 0.05 ,
종이학을 하루에 number0개씩 접으려고 합니다. number1주 동안 접을 수 있는 종이학은 모두 몇 개입니까?,number0 * 7 * number1,588,1,14 6 ,
"number0종류의 과일 바나나, 딸기, 참외, name0가 있을때, 이 중 number1종류의 과일을 고르는 경우는 모두 몇 가지인가요?","math.comb( number0 , number1 )",6,7,4 2 ,사과 
수족관에 돌고래가 number0마리 있습니다. 이 중 암컷 돌고래는 number1마리 입니다. 수컷 돌고래는 몇 마리 인가요?,number1 - number1,0,5,3 3 ,
"name0이는 name1 색종이 number0장, name2 색종이 number1장, name3 색종이 number2장을 가지고 있습니다. name4이가 가지고 있는 name5 색종이와 name6 색종이는 모두 몇 장일까요?",number2 + number1,9,6,7 6 3 ,민영 노란색 파란색 빨간색 
동화책의 긴 쪽의 길이는 길이가 number0cm인 나뭇조각으로 number1번입니다. 동화책의 긴 쪽의 길이는 몇 cm인가요?,number0 * number1,20,9,1 20 ,
"한 도막에 number0m가 되도록 철사를 자르려고 합니다. number1m 철사가 있을 때, number2m 철사를 최대 몇 도막까지 만들 수 있는지 쓰시오.",number1 // number2,1,7,85 99 85 ,
"name0박스 number0개를 가진 name1이가 number1개를 동생에게 주고, 각 name2박스에는 number2개의 name3가 들어있습니다. 총 name4의 갯수는 몇 개 입니까?",number2 * ( number0 - number1 ),12,8,9.0 3.0 2.0 ,유정 사과 
name0에게는 number0 권의 책이 있습니다. name1는 number1 권의 책이 있습니다. 그들이 가진 총 책은 몇 권입니까?,number0 + number1,42,4,22.0 20.0 ,유나 윤기 
모든 토끼는 같은 수의 name0을 먹는다. number0마리의 토끼가 하루에 number1개의 name1을 먹는다면 number2개의 name2을 먹기위해 며칠이 걸리겠는가?,number2 / ( ( number1 / number0 ) * 5 ),2,9,3 9 30 ,당근 
number0 마리의 서로 다른 달팽이에게 number1개의 name0를 나누어 주려고 합니다. 모든 달팽이가 name1 number2개 이상씩 받을때 name2를 나누어 주는 방법은 모두 몇 가지입니까?,"math.comb( number1 - ( number0 * number2 ) + number0 - number2 , number1 - ( number0 * number2 ) )",15,3,5 7 1 ,사과 
"카페에 아메리카노 number0잔, 카페라떼 number1잔이 있습니다. name0이가 아메리카노 number2잔을 먹었다면 총 몇 잔이 남았습니까?",number0 + number1 - number2,46,3,38.0 28.0 20.0 ,유정 
