Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
name0 number0병와 name1 number1병이 있습니다. name2와 name3를 number2병씩 고르는 방법은 모두 몇 가지일까요?,number0 * number1,15,0,name0 number0병와 name1 number1병이 있습니다. name2와 name3를 number2병씩 고르는 방법은 모두 몇 가지일까요?,5 3 1 ,주스 우유 ,number0 * number1
"name0이는 number0,number1원을 가지고 있습니다. 내일부터 number2흘동안 하루에 number3원씩 계속 저금한다면 name1이가 가진 돈은 얼마가 되는지 구하세요.",2500 + number2 * number3,3500,열흘,"name0이는 number0,number1원을 가지고 있습니다. 내일부터 number2흘동안 하루에 number3원씩 계속 저금한다면 name1이가 가진 돈은 얼마가 되는지 구하세요.",2 500 10 100 ,호석 ,2500 + number2 * number3
"name0이의 지갑에는 천 원짜리 지폐 number0장, 백 원짜리 동전 number1개, 십 원짜리 동전 number2개가 들어 있습니다. name1이의 지갑에 들어 있는 돈은 모두 얼마일까요?",1000 * number0 + 100 * number1 + 10 * number2,5750,0,"name0이의 지갑에는 천 원짜리 지폐 number0장, 백 원짜리 동전 number1개, 십 원짜리 동전 number2개가 들어 있습니다. name1이의 지갑에 들어 있는 돈은 모두 얼마일까요?",5 6 15 ,민영 ,1000 * number0 + 100 * number1 + 10 * number2
"학생들이 복도에 한 줄로 서 있습니다. name0이는 number0번째, name1이는 number1번째에 서 있습니다. name2이와 name3이 사이에는 몇 명이 서 있을까요?",number1 - number0 - 1,2,0,"학생들이 복도에 한 줄로 서 있습니다. name0이는 number0번째, name1이는 number1번째에 서 있습니다. name2이와 name3이 사이에는 몇 명이 서 있을까요?",4 7 ,민영 정국 ,number1 - number0 - 1
상자 안에 number0개의 name0이 있습니다. name1이가 number1개의 name2을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,number0 + number1,95,0,상자 안에 number0개의 name0이 있습니다. name1이가 number1개의 name2을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,40 55 ,남준 야구공 ,number0 + number1
바구니 안에 number0개의 name0이 있습니다. name1이가 number1개의 name2을 바구니 안에서 뼀습니다. 바구니 안에 있는 name3은 모두 몇 개입니까?,number0 - number1,10,0,바구니 안에 number0개의 name0이 있습니다. name1이가 number1개의 name2을 바구니 안에서 뼀습니다. 바구니 안에 있는 name3은 모두 몇 개입니까?,75 65 ,유정 배구공 배 배 ,number0 - number1
number0부터 number1까지의 홀수의 합을 구하시오,"sum( [ i for i in range ( number0 , number1 + 1 ) if i % 2 != 0 ] )",9240,1 (홀짝에 따라 x%2!=0 x%2==0 상수),number0부터 number1까지의 홀수의 합을 구하시오,279 338 ,,"sum( [ i for i in range ( number0 , number1 + 1 ) if i % 2 != 0 ] )"
number0부터 number1까지의 짝수의 합을 구하시오,"sum( [ i for i in range( number0 , number1 + 1 ) if i % 2 == 0])",4242,1 (홀짝에 따라 x%2!=0 x%2==0 상수),number0부터 number1까지의 짝수의 합을 구하시오,182 223 ,,"sum( [ i for i in range( number0 , number1 + 1 ) if i % 2 == 0])"
한 박스에는 대추가 number0개 들어있습니다. number1개의 박스 안에 있는 대추는 모두 몇 개일까요?,number0 * number1,8640,0,한 박스에는 대추가 number0개 들어있습니다. number1개의 박스 안에 있는 대추는 모두 몇 개일까요?,96 90 ,,number0 * number1
가판대 number0 위에는 바나나가 number1송이 있습니다. number2개의 가판대 위에 있는 바나나는 모두 몇 송이일까요?,number1 * number2,6402,0,가판대 number0 위에는 바나나가 number1송이 있습니다. number2개의 가판대 위에 있는 바나나는 모두 몇 송이일까요?,1 97 66 ,,number1 * number2
number0의 냉장고에는 name0가 number1개 있습니다. number2개의 냉장고에 있는 name1는 모두 몇 개일까요?,number1 * number2,968,0,number0의 냉장고에는 name0가 number1개 있습니다. number2개의 냉장고에 있는 name1는 모두 몇 개일까요?,1 11 88 ,배 배 ,number1 * number2
number0의 꽃집에 장미 number1송이를 보냈습니다. number2개의 꽃집에 보낸 장미는 모두 몇 송이일까요?,number1 * number2,3652,0,number0의 꽃집에 장미 number1송이를 보냈습니다. number2개의 꽃집에 보낸 장미는 모두 몇 송이일까요?,1 44 83 ,,number1 * number2
한 상자에는 오렌지가 number0개 들어있습니다. number1개의 상자 안에 있는 오렌지는 모두 몇 개일까요?,number0 * number1,2623,0,한 상자에는 오렌지가 number0개 들어있습니다. number1개의 상자 안에 있는 오렌지는 모두 몇 개일까요?,43 61 ,,number0 * number1
박스 number0에 메론 number1개를 넣었습니다. number2개의 박스 안에 있는 메론은 모두 몇 개일까요?,number1 * number2,1863,0,박스 number0에 메론 number1개를 넣었습니다. number2개의 박스 안에 있는 메론은 모두 몇 개일까요?,1 27 69 ,,number1 * number2
number0의 봉지에는 name0추가 number1포기 들어있습니다. number2개의 봉지 안에 있는 name1추는 모두 몇 포기일까요?,number1 * number2,4136,0,number0의 봉지에는 name0추가 number1포기 들어있습니다. number2개의 봉지 안에 있는 name1추는 모두 몇 포기일까요?,1 88 47 ,배 배추 배 ,number1 * number2
카트 number0에는 name0이 number1개 들어있습니다. number2개의 카트 안에 있는 name1은 모두 몇 개일까요?,number1 * number2,5680,0,카트 number0에는 name0이 number1개 들어있습니다. number2개의 카트 안에 있는 name1은 모두 몇 개일까요?,1 71 80 ,당근 ,number1 * number2
텃밭에는 고구마가 number0개 심어져 있습니다. number1개의 텃밭에 있는 고구마는 모두 몇 개일까요?,number0 * number1,275,0,텃밭에는 고구마가 number0개 심어져 있습니다. number1개의 텃밭에 있는 고구마는 모두 몇 개일까요?,25 11 ,,number0 * number1
number0의 통에는 name0이 number1개 들어있습니다. number2개의 통 안에 있는 name1은 모두 몇 개일까요?,number1 * number2,639,0,number0의 통에는 name0이 number1개 들어있습니다. number2개의 통 안에 있는 name1은 모두 몇 개일까요?,1 71 9 ,수박 ,number1 * number2
달팽이 number0마리 당 name0추잎을 number1개 먹을 수 있습니다. number2마리의 달팽이는 몇 개의 name1추잎을 먹을 수 있을까요?,number1 * number2,60,0,달팽이 number0마리 당 name0추잎을 number1개 먹을 수 있습니다. number2마리의 달팽이는 몇 개의 name1추잎을 먹을 수 있을까요?,1 6 10 ,배 배추 배 ,number1 * number2
한 박스에는 라즈베리가 number0개 들어있습니다. number1개의 박스 안에 있는 라즈베리는 모두 몇 개일까요?,number0 * number1,954,0,한 박스에는 라즈베리가 number0개 들어있습니다. number1개의 박스 안에 있는 라즈베리는 모두 몇 개일까요?,18 53 ,,number0 * number1
한 상자에는 김치가 number0포기 들어있습니다. number1개의 상자 안에 있는 김치는 모두 몇 포기일까요?,number0 * number1,6580,0,한 상자에는 김치가 number0포기 들어있습니다. number1개의 상자 안에 있는 김치는 모두 몇 포기일까요?,70 94 ,,number0 * number1
name0춧국 한 대접을 만들려면 name1추 number0포기가 필요합니다. number1대접의 name2춧국을 만들려면 몇 포기의 name3추가 필요한가요?,number0 * number1,80,0,name0춧국 한 대접을 만들려면 name1추 number0포기가 필요합니다. number1대접의 name2춧국을 만들려면 몇 포기의 name3추가 필요한가요?,8 10 ,배 배추 배 ,number0 * number1
고양이 number0마리는 number1개의 name0를 먹습니다. number2마리의 고양이는 몇 개의 name1를 먹습니까?,number1 * number2,434,0,고양이 number0마리는 number1개의 name0를 먹습니다. number2마리의 고양이는 몇 개의 name1를 먹습니까?,1 14 31 ,사과 ,number1 * number2
카트에는 name0이 number0개 들어있습니다. number1개의 카트 속에 있는 name1은 모두 몇 개일까요?,number0 * number1,1216,0,카트에는 name0이 number0개 들어있습니다. number1개의 카트 속에 있는 name1은 모두 몇 개일까요?,19 64 ,빵 ,number0 * number1
한 학급에 화분 number0개를 준다고 할 때. number1개 학급에 화분을 나눠주려면 몇 개의 화분이 필요한가?,number0 * number1,2520,0,한 학급에 화분 number0개를 준다고 할 때. number1개 학급에 화분을 나눠주려면 몇 개의 화분이 필요한가?,28 90 ,,number0 * number1
한 상자에는 name0이 number0줄 들어있습니다. number1개의 상자 안에 있는 name1은 모두 몇 줄일까요?,number0 * number1,5742,0,한 상자에는 name0이 number0줄 들어있습니다. number1개의 상자 안에 있는 name1은 모두 몇 줄일까요?,87 66 ,김밥 ,number0 * number1
냉장고에 name0가 number0병 들어있습니다. number1개의 냉장고 안에 있는 name1는 모두 몇 병일까요?,number0 * number1,4636,0,냉장고에 name0가 number0병 들어있습니다. number1개의 냉장고 안에 있는 name1는 모두 몇 병일까요?,76 61 ,음료수 ,number0 * number1
한 화단에는 튤립이 number0송이 심어져 있습니다. number1개의 화단에 심어져 있는 튤립은 모두 몇 송이일까요?,number0 * number1,1440,0,한 화단에는 튤립이 number0송이 심어져 있습니다. number1개의 화단에 심어져 있는 튤립은 모두 몇 송이일까요?,24 60 ,,number0 * number1
"name0, name1이의 name2 점수는 각각 number0점, number1입니다. 이 number2을 제외한 학급의 name3 점수 평균은 number3점 입니다. name4이네 학급 인원수가 number4명일 때, 학급 name5 평균 점수는 몇 점입니까?",( ( number4 - number2 ) * number3 + number0 + number1 ) / number4,26.57,0,"name0, name1이의 name2 점수는 각각 number0점, number1입니다. 이 number2을 제외한 학급의 name3 점수 평균은 number3점 입니다. name4이네 학급 인원수가 number4명일 때, 학급 name5 평균 점수는 몇 점입니까?",98 18 2 25 42 ,태형 석진 체육 ,( ( number4 - number2 ) * number3 + number0 + number1 ) / number4
"name0, name1, name2, name3이의 name4 점수는 각각 number0점, number1점, number2점, number3입니다. 이 number4을 제외한 학급의 name5 점수 평균은 number5점 입니다. name6이네 학급 인원수가 number6명일 때, 학급 name7 평균 점수는 몇 점입니까?",( ( number6 - number4 ) * number5 + number0 + number1 + number2 + number3 ) / number6,53.06,0,"name0, name1, name2, name3이의 name4 점수는 각각 number0점, number1점, number2점, number3입니다. 이 number4을 제외한 학급의 name5 점수 평균은 number5점 입니다. name6이네 학급 인원수가 number6명일 때, 학급 name7 평균 점수는 몇 점입니까?",35 82 8 88 4 53 18 ,민영 남준 지민 은지 과학 ,( ( number6 - number4 ) * number5 + number0 + number1 + number2 + number3 ) / number6
number0명의 어린이들이 한 줄로 줄을 섰습니다. name0이의 앞에 number1명의 어린이들이 서 있습니다. name1이의 뒤에 서 있는 어린이는 몇 명입니까?,number0 - number1 - 1,2,1 (-1 상수),number0명의 어린이들이 한 줄로 줄을 섰습니다. name0이의 앞에 number1명의 어린이들이 서 있습니다. name1이의 뒤에 서 있는 어린이는 몇 명입니까?,17 14 ,정국 ,number0 - number1 - 1
number0명의 사람들이 한 줄로 줄을 섰습니다. name0의 뒤에 number1명의 사람들이 서 있습니다. name1의 앞에 서 있는 사람은 몇 명입니까?,number0 - number1 - 1,59,1 (-1 상수),number0명의 사람들이 한 줄로 줄을 섰습니다. name0의 뒤에 number1명의 사람들이 서 있습니다. name1의 앞에 서 있는 사람은 몇 명입니까?,65 5 ,유나 ,number0 - number1 - 1
"뜀틀 시합에서 name0이는 number0등을 했고, name1이는 number1등을 했습니다. name2는 name3이보다 잘했지만 name4이보다는 못했습니다. name5의 등수는 몇 등입니까?",number0 + 1,6,1 (+1 상수),"뜀틀 시합에서 name0이는 number0등을 했고, name1이는 number1등을 했습니다. name2는 name3이보다 잘했지만 name4이보다는 못했습니다. name5의 등수는 몇 등입니까?",5 7 ,정국 태형 은지 ,number0 + 1
키가 작은 사람부터 순서대로 number0명이 한 줄로 서 있습니다. name0이가 앞에서부터 number1 번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 name1이는 앞에서부터 몇 번째에 서게 됩니까?,number0 + 1 - number1,4,1 (+1 상수),키가 작은 사람부터 순서대로 number0명이 한 줄로 서 있습니다. name0이가 앞에서부터 number1 번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 name1이는 앞에서부터 몇 번째에 서게 됩니까?,5 2 ,정국 ,number0 + 1 - number1
"number0개의 과일 참외, name0, 자두, 체리, 살구, 오렌지, 딸기, 메론 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( number0 , number1 )",8,0,"number0개의 과일 참외, name0, 자두, 체리, 살구, 오렌지, 딸기, 메론 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?",8 7 ,귤 ,"math.comb( number0 , number1 )"
"number0개의 과일 참외, name0, 자두, 체리, 살구, 오렌지, 딸기, 메론 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( number0 , number1 )",56,0,"number0개의 과일 참외, name0, 자두, 체리, 살구, 오렌지, 딸기, 메론 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?",8 5 ,귤 ,"math.comb( number0 , number1 )"
